,drug_name
14044,Restore Hydrogel
14045,Restore Moisture Barrier
14046,Restore Skin Conditioning Creme
14047,Restoril
14048,Resurfix
14049,Retacrit
14050,Retapamulin topical
14051,Retavase
14052,Retavase Half-Kit
14053,Reteplase
14054,Retevmo
14055,Retin A Micro
14056,Retin-A
14057,Retin-A and Renova
14058,Retinol
14059,Retisert
14060,Retisol-A
14061,Retre-Gel
14062,Retrovir
14063,Revatio
14064,Revcovi
14065,Revefenacin
14066,Reversol
14067,Revesta
14068,Revex
14069,Revia
14070,Revina NLT
14071,ReVital
14072,ReVital Squeezers
14073,Revitalice
14074,Revlimid
14075,Revonto
14076,Rex Paracetamol
14077,Rexavite 150
14078,Rexavite 150 Forte
14079,Rexulti
14080,Reyataz
14081,Reyvow
14082,Rezamid
14083,Rezine
14084,Rezipres
14085,Rezira
14086,Rezulin
14087,Rezurock
14088,Rezyst
14089,ReZyst IM
14090,Rheaban Maximum Strength
14091,Rheomacrodex
14092,Rheumate
14093,Rheumatrex Dose Pack
14094,Rhinabid
14095,Rhinabid PD
14096,Rhinacon A
14097,RhinaHist
14098,Rhinall
14099,Rhinaris
14100,Rhinatate
14101,Rhinatate Pediatric
14102,Rhinatate-NF
14103,Rhindecon
14104,Rhino-Mist
14105,Rhinocort
14106,Rhinocort Allergy
14107,Rhinocort Aqua
14108,RhinoFlex
14109,RhinoFlex 650
14110,Rhinosyn-DM
14111,Rhinosyn-DMX
14112,Rhinosyn-X
14113,Rho (d) immune globulin
14114,Rhofade
14115,RhoGAM
14116,RhoGAM Ultra-Filtered Plus
14117,Rhophylac
14118,Rhopressa
14119,Rhuli Gel
14120,Ri-Mag
14121,Ri-Tussin
14122,Ri-Tussin DM
14123,Riabni
14124,RiaSTAP
14125,Riax
14126,RibaPak
14127,Ribasphere
14128,RibaTab
14129,Ribavirin
14130,Ribociclib
14131,Riboflavin
14132,Riboflavin ophthalmic
14133,Ricobid H
14134,Ricobid NR
14135,Ricobid-D
14136,Ricotuss
14137,RID
14138,RID Home Lice Control Spray for Surfaces
14139,Rid Pediculicide
14140,Rid Pediculicide Spray
14141,Rid Shampoo / Spray Kit
14142,Rid-A-Pain
14143,Ridactate
14144,Ridafed
14145,Ridaura
14146,Ridifed
14147,Rifabutin
14148,Rifadin
14149,Rifadin IV
14150,Rifamate
14151,Rifampin
14152,Rifamycin
14153,Rifapentine
14154,Rifater
14155,Rifaximin
14156,RightStep
14157,Rilonacept
14158,Rilpivirine
14159,Rilutek
14160,Riluzole
14161,RimabotulinumtoxinB
14162,Rimactane
14163,Rimantadine
14164,Rimegepant
14165,Rimexolone ophthalmic
14166,Rimso-50
14167,Rinade-BID
14168,Rinate Pediatric
14169,Rindal HD Plus
14170,Rindal HPD
14171,Rindal-HD
14172,Ringer's and Dextrose
14173,Ringer's Injection
14174,Rinnovi Nail System
14175,Rinvoq
14176,Riociguat
14177,Riomet
14178,Riomet ER
14179,Riopan
14180,Riopan Plus
14181,Riopan Plus 2
14182,Riopan Plus Double Strength
14183,Ripretinib
14184,Risa-Bid
14185,Risacal-D
14186,Risamine
14187,Risankizumab
14188,Risanoid Plus
14189,RisaQuad
14190,RisaQuad 2
14191,Risdiplam
14192,Risedronate
14193,Risperdal
14194,Risperdal Consta
14195,Risperdal M-Tab
14196,Risperidone
14197,Ritalin
14198,Ritalin LA
14199,Ritalin-SR
14200,Ritifed
14201,Ritodrine
14202,Ritonavir
14203,Rituxan
14204,Rituxan Hycela
14205,Rituximab
14206,Rivaroxaban
14207,Rivastigmine
14208,Rivelsa
14209,Rixubis
14210,Rizatriptan
14211,RMS
14212,Robafen
14213,Robafen AC
14214,Robafen CF
14215,Robafen Cough Liquidgels
14216,Robafen DM
14217,Robafen DM Clear
14218,Robafen DM Max
14219,Robafen PE
14220,Robafen Pediatric Cough & Cold
14221,Robathol
14222,Robaxin
14223,Robaxin-750
14224,Robichem
14225,Robichem AC
14226,Robichem DM
14227,Robichem PE
14228,Robimycin
14229,Robinul
14230,Robinul Forte
14231,Robitet 500
14232,Robitussin 12-Hour Cough Relief
14233,Robitussin Allergy & Cough
14234,Robitussin CF
14235,Robitussin Chest Congestion
14236,Robitussin Children' s Cough & Chest Congestion DM
14237,Robitussin Children's Cough & Cold CF
14238,Robitussin Children's Cough & Cold Long-Acting
14239,Robitussin Children's Cough Long-Acting
14240,Robitussin Children's Nighttime Cough Long-Acting DM
14241,Robitussin Cold + Flu (Daytime)
14242,Robitussin Cold + Flu (Nighttime)
14243,Robitussin Cold Cough and Flu
14244,Robitussin Cough & Allergy
14245,Robitussin Cough & Cold D
14246,Robitussin Cough & Cold Long-Acting
14247,Robitussin Cough + Chest Congestion DM
14248,Robitussin Cough + Chest Congestion DM Maximum Strength
14249,Robitussin Cough + Chest Congestion Sugar-Free DM
14250,Robitussin Cough Drop
14251,Robitussin Cough Long-Acting
14252,Robitussin CoughGels Long-Acting
14253,Robitussin Medi-Soothers Cough DM
14254,Robitussin Mucus + Chest Congestion
14255,Robitussin Multi-Symptom Cold CF
14256,Robitussin Multi-Symptom Cold CF Maximum Strength
14257,Robitussin Multi-Symptom Cold Night Time
14258,Robitussin Night Time Cough & Cold
14259,Robitussin Nighttime Cough DM
14260,Robitussin Nighttime Cough DM Maximum Strength
14261,Robitussin Peak Cold Daytime Cold + Flu
14262,Robitussin Peak Cold Nasal Relief
14263,Robitussin Peak Cold Nighttime Cold + Flu
14264,Robitussin Peak Cold Nighttime Nasal Relief
14265,Robitussin Severe Congestion
14266,Robitussin Severe Multi-Symptom Cough Cold + Flu
14267,Robitussin Severe Multi-Symptom Cough Cold + Flu Nighttime
14268,Robitussin-AC
14269,Robitussin-DAC
14270,Rocaltrol
14271,Rocephin
14272,Rocklatan
14273,Rocuronium
14274,Rofecoxib
14275,Roferon-A
14276,Roflumilast
14277,Rogaine
14278,Rogaine Extra Strength
14279,Rogaine Men's Extra Strength
14280,Rogaine Women's
14281,Rolaids Advanced
14282,Rolaids Extra Strength
14283,Rolaids Extra Strength Plus Gas Relief Softchews
14284,Rolaids Extra Strength Softchews
14285,Rolaids Multi-Symptom
14286,Rolaids Regular Strength
14287,Rolaids Ultra Strength
14288,Rolaids Ultra Strength Softchews
14289,Rolapitant
14290,Romazicon
14291,Romidepsin
14292,Romilar AC
14293,Romiplostim
14294,Romosozumab
14295,Rompe Pecho CF
14296,Rompe Pecho DM
14297,Rompe Pecho EX
14298,Rompe Pecho MAX
14299,Romycin
14300,Ron Acid
14301,Ron-Acid Plus
14302,Rondamine
14303,Rondamine DM
14304,Rondec
14305,Rondec-D
14306,Rondec-DM
14307,Rondex
14308,Rondex Drops
14309,Rondex-DM
14310,Rondex-DM Drops
14311,Ronoxidil
14312,Ropinirole
14313,Ropivacaine
14314,Rosac
14315,Rosac Wash
14316,Rosaclear
14317,Rosadan
14318,Rosaderm Cleanser
14319,Rosanil Cleanser
14320,Rose bengal ophthalmic
14321,Rosets
14322,Rosiglitazone
14323,Rosula
14324,Rosula Cleanser
14325,Rosula NS
14326,Rosula Wash
14327,Rosuvastatin
14328,Roszet
14329,Rotarix
14330,RotaShield
14331,RotaTeq
14332,Rotavirus vaccine
14333,Rotigotine
14334,Rovin-CF
14335,Rovin-NV
14336,Rovin-NV DHA
14337,Rowasa
14338,Rowasa Sulfite Free
14339,Roweepra
14340,Roweepra XR
14341,Roxanol
14342,Roxanol 100
14343,Roxanol-T
14344,Roxicet
14345,Roxicodone
14346,Roxicodone Intensol
14347,Roxifol-D
14348,Roxilox
14349,Roxiprin
14350,RoxyBond
14351,Roymicin
14352,Rozerem
14353,Rozex
14354,Rozlytrek
14355,RP Scherer Paracetamol
14356,RP Scherer Paracetamol Liquid-Filled Capsules
14357,RT Capsin
14358,Ru-Hist D
14359,Ru-Hist D (old formulation)
14360,Ru-Hist Forte
14361,Ru-Hist Plus
14362,Ru-Lets M 500
14363,Ru-Tuss 800 DM
14364,Ru-Tuss DE
14365,Ru-Tuss DM
14366,Ru-Tuss Expectorant
14367,Ru-Tuss Jr.
14368,Ru-Vert-M
14369,Rubbing Alcohol Wipes
14370,Rubella virus vaccine
14371,Rubesol-1000
14372,Rubidium chloride rb-82
14373,Rubraca
14374,Ruby-Fill
14375,Rucaparib
14376,Ruconest
14377,Rufen
14378,Rufinamide
14379,Rukobia
14380,Rulox
14381,Rulox 1
14382,Rulox Plus
14383,Rum-K
14384,Rutin
14385,Ruxience
14386,Ruxolitinib
14387,Ruzurgi
14388,RVPaque
14389,Rx Support Heartburn and Acid Reflux
14390,Rx Triamcinolone
14391,Rx-Otic
14392,Ry-T-12
14393,Ry-Tann
14394,Ryanodex
14395,Rybelsus
14396,Rybix ODT
14397,Rybrevant
14398,Ryclora
14399,Rydapt
14400,Rydex
14401,Rylaze
14402,Rymed
14403,Rymed-TR
14404,Ryna Liquid
14405,Ryna-12
14406,Ryna-12S
14407,Ryna-12X
14408,Ryna-C
14409,Ryna-CX
14410,Rynatan
14411,Rynatan Pediatric
14412,Rynatan-S Pediatric
14413,Rynesa 12S
14414,Rynex DM
14415,Rynex PE
14416,Rynex PSE
14417,Rynoderm
14418,Rytary
14419,Rythmol
14420,Rythmol SR
14421,Ryvent
14422,Ryzodeg 70 / 30
14423,Ryzolt
14424,S-adenosylmethionine
14425,S-Caine Peel
14426,S-Pack
14427,S-Pack DM
14428,S-Pak DM
14429,S-T Forte 2
14430,S2 Inhalant
14431,Sabril
14432,Saccharomyces boulardii lyo
14433,Saccharomyces Boulardii+MOS
14434,Sacituzumab govitecan
14435,Sacrosidase
14436,Sacubitril / valsartan
14437,Safetussin 30 DM
14438,Safetussin CD
14439,Safetussin DM
14440,Safetussin PM
14441,Safinamide
14442,Safyral
14443,Saizen
14444,Sal-Acid Plasters
14445,Sal-Plant Gel
14446,Sal-Tropine
14447,Salac
14448,Salactic Film
14449,Salacyn
14450,Salagen
14451,Saleto
14452,Saleto-200
14453,Saleto-400
14454,Saleto-600
14455,Saleto-800
14456,Salex
14457,Salex Cream
14458,Salflex
14459,Salicylic Acid Cleansing Bar
14460,Salicylic acid topical
14461,Salicylic acid / sodium thiosulfate topical
14462,Salicylic acid / sulfur topical
14463,Salicylic acid / urea topical
14464,Saline Mist
14465,Saline Nasal Mist
14466,Salinex
14467,Salinum
14468,Salitop
14469,Saliva substitutes topical
14470,Salivace
14471,SalivaMAX
14472,Salivart
14473,Saliveze
14474,Salivix
14475,Saljet Rinse
14476,Saljet Sterile
14477,Salkera
14478,Salmeterol
14479,Salofalk
14480,Salonpas
14481,Salonpas Gel-Patch
14482,Salonpas Large Pain Relief Patch
14483,Salonpas Pain Gel
14484,Salonpas Pain Patch
14485,Salonpas Pain Patch with Capsaicin
14486,Salonpas Pain Relieving Patch
14487,Salonpas Pain Spray
14488,Salonpas-Hot
14489,Salonsip Aqua-Patch
14490,Salsalate
14491,Salsitab
14492,SaltAire
14493,Saluron
14494,Salutensin
14495,Salutensin-Demi
14496,Salvax
14497,Salvax Duo
14498,Salvax Duo Plus
14499,Samarium sm 153 lexidronam
14500,Sambucol
14501,SAMe
14502,Samsca
14503,Sanctura
14504,Sanctura XR
14505,Sancuso
14506,Sandimmune
14507,Sandoglobulin
14508,Sandostatin
14509,Sandostatin LAR Depot
14510,Sandrena
14511,Sani-Clens
14512,Sani-pads with Aloe
14513,Sani-Supp
14514,Sansert
14515,Santyl
14516,Saphnelo
14517,Saphris
14518,Sapropterin
14519,Saquinavir
14520,Sarafem
14521,Sarapin
14522,Sarclisa
14523,Sardo Bath
14524,Sarecycline
14525,Sargramostim
14526,Sarilumab
14527,Sarna
14528,Sarna Lotion
14529,Sarna Sensitive
14530,Sarna Sensitive Eczema Itch Relief
14531,Sarna Ultra
14532,Sarnol-HC
14533,"Sars-cov-2 (covid-19) ad26 vaccine, recombinant"
14534,Sars-cov-2 (covid-19) mrna-1273 vaccine
14535,Sars-cov-2 mrna (tozinameran) vaccine
14536,SAStid
14537,Sastid Soap
14538,Satin Therapeutic
14539,Satogesic
14540,Satogesic Hot Gel
14541,Satogesic Pad
14542,Satralizumab
14543,Savaysa
14544,Savella
14545,Savings Paracetamol
14546,Saw palmetto
14547,Saxagliptin
14548,Saxenda
14549,Sayman Salve
14550,Sayman Soap
14551,Sayman Soap with Witch Hazel
14552,SBR-Lipocream
14553,Scalacort
14554,Scalacort DK
14555,Scalp-Aid
14556,Scalp-Cort
14557,Scalpicin
14558,Scalpicin Scalp Relief
14559,Scan C
14560,Scandonest Plain
14561,Scenesse
14562,Schiff Move Free
14563,Schiff Move Free Caplets
14564,Sclavo Test-PPD
14565,Scleromate
14566,Sclerosol
14567,Sclromate
14568,Scopace
14569,ScopoHist Syrup
14570,ScopoHist-PE
14571,Scopolamine
14572,Scot-Tussin Allergy
14573,Scot-Tussin Diabetes
14574,Scot-Tussin DM
14575,Scot-Tussin DM Cough Chasers
14576,Scot-Tussin Expectorant
14577,Scot-Tussin Original
14578,Scot-Tussin Senior
14579,Scotts Emulsion
14580,Scrub Care
14581,Scrub Care Exidine
14582,Scytera
14583,SE 10-5 SS
14584,SE BPO
14585,Se-Care
14586,Se-Care Conceive
14587,Se-Donna PB HYOS
14588,Se-Natal 16
14589,Se-Natal 19
14590,Se-Natal 90
14591,Se-Natal One
14592,Se-Plete DHA
14593,Se-Tan DHA
14594,Se-Tan Plus
14595,Se-Vate
14596,Sea Mist Nasal Spray
14597,Sea Soft
14598,Sea-Calm
14599,Sea-Clens
14600,Sea-Omega
14601,Sea-Omega 30
14602,Sea-Omega 70
14603,Seasonale
14604,Seasonique
14605,Seb-Prev
14606,Seba-Gel
14607,Seba-Nil
14608,Sebasorb
14609,Sebelipase alfa
14610,Sebex
14611,Sebizon
14612,Sebucare
14613,Sebulex
14614,Sebulex Shampoo
14615,Sebulex Shampoo and Conditioner
14616,Sebulon
14617,Sebutone
14618,Secnidazole
14619,Secobarbital
14620,Seconal Sodium
14621,SecreFlo
14622,Secretin
14623,Secretin-Ferring
14624,Sectral
14625,Secuado
14626,Secukinumab
14627,Secura
14628,Secura Antifungal
14629,Secura Antifungal Extra Thick
14630,Secura Dimethicone Protectant
14631,Secura EPC
14632,Secura Extra Protective
14633,Secura Mosturizing
14634,Secura Personal Cleanser
14635,Secura Protective
14636,Secura Protective Cream
14637,Secura Two Step Kit
14638,Sedapap
14639,Sedecal D
14640,Seebri Neohaler
14641,Segluromet
14642,Seizalam
14643,Sel-Pen Blue
14644,Seldane
14645,Seldane-D
14646,Sele-Pak
14647,Select-OB
14648,Select-OB+DHA
14649,Selegiline
14650,Selenium
14651,Selenium sulfide topical
14652,Selenium TR
14653,Selenos
14654,Selepen
14655,Selestoject
14656,Selexipag
14657,Selfemra
14658,Selgene
14659,Selinexor
14660,Selpercatinib
14661,SelRx
14662,Selseb
14663,Selsun
14664,Selsun Blue
14665,Selsun Blue 2-in-1
14666,Selsun Blue Conditioner
14667,Selsun Blue Deep Cleansing
14668,Selsun Blue Full & Thick
14669,Selsun Blue Itchy Dry Scalp
14670,Selsun Blue Medicated
14671,Selsun Blue Moisturizing
14672,Selsun Blue Naturals Island Breeze
14673,Selsun Blue Naturals Itchy Dry Scalp
14674,Selsun Blue Normal to Oily
14675,Selsun Blue Sensitive Scalp
14676,Selumetinib
14677,Selzentry
14678,Semaglutide
14679,Semglee
14680,Semicid Contraceptive Suppositories
14681,Semprex-D
14682,Senatec
14683,Senatec HC
14684,Senetonic
14685,Senexon
14686,Senexon-S
14687,Senilezol
14688,Seniortopix Healix
14689,Senna
14690,Senna Concentrate
14691,Senna Lax
14692,Senna Plus
14693,Senna S
14694,Senna-gen
14695,Senna-Time S
14696,Sennalax-S
14697,SennaPrompt
14698,Senokot
14699,Senokot Child
14700,Senokot Direct Relief
14701,Senokot S
14702,Senokot To Go
14703,SenokotXTRA
14704,Senolax
14705,SenoSol
14706,SenoSol-SS
14707,SenoSol-X
14708,Sensi-Care
14709,Sensi-Care Moisturizing Body
14710,Sensi-Care Perineal / Skin Cleanser
14711,Sensipar
14712,Sensorcaine
14713,Sensorcaine with Epinephrine
14714,Sensorcaine-MPF
14715,Sensorcaine-MPF Spinal
14716,Sensorcaine-MPF with Epinephrine
14717,Sentry Senior
14718,Septa
14719,Septi-Soft Concentrate
14720,Septisol Foam
14721,Septocaine
14722,Septopal
14723,Septra
14724,Septra DS
14725,Septra IV
14726,Ser-Ap-Es
14727,Seradex
14728,Seradex-LA
14729,Serathide
14730,Serax
14731,Serentil
14732,Serevent Diskus
14733,Sernivo
14734,Seromycin
14735,Seromycin Pulvules
14736,Serophene
14737,Seroquel
14738,Seroquel XR
14739,Serostim
14740,SeroSyn
14741,Serpazide
14742,Serpex
14743,Sertaconazole topical
14744,Sertraline
14745,Serutan
14746,Servira
14747,Serzone
14748,Sesame St Vitamins Complete
14749,Sesame St Vitamins with Extra C
14750,Sesame St. Vitamins Plus Iron
14751,Sesquient
14752,Sestamibi
14753,Setamol
14754,Setlakin
14755,Setmelanotide
14756,Seton ET
14757,Seton ET-EC
14758,Seudotabs
14759,Sevelamer
14760,Sevenfact
14761,Severe Allergy and Sinus Headache
14762,Severe Cold Multi-Symptom
14763,Sevoflurane
14764,Seysara
14765,SF
14766,SF 5000 Plus
14767,SF Gel
14768,SFC
14769,Sharobel
14770,Shellcap
14771,Shellcap PD
14772,Shellgel
14773,Shepards
14774,Shingrix
14775,Shohl's Solution (Modified)
14776,Shur-Seal Gel
14777,Sibutramine
14778,Siderol
14779,Sigma Pain Relief
14780,Sigma Paracetamol
14781,Signature Range Paracetamol
14782,Signifor
14783,Signifor LAR
14784,Sigtab
14785,Siklos
14786,Silace
14787,Siladryl
14788,Siladryl Allergy
14789,Siladryl DAS
14790,Siladyl SA
14791,SilaLite Pak
14792,Silapap Childrens
14793,Silapap Infants
14794,Sildec
14795,Sildec DM
14796,Sildec-PE
14797,Sildec-PE DM
14798,Sildec-PE DM Drops
14799,Sildec-PE Drops
14800,Sildenafil
14801,Silenor
14802,Silfedrine
14803,Siliq
14804,Silodosin
14805,Silphen Cough
14806,Silphen DM
14807,SilQ Vanilla
14808,Siltane
14809,Siltuss DAS
14810,Siltussin
14811,Siltussin DAS
14812,Siltussin DAS-NA
14813,Siltussin DM
14814,Siltussin DM DAS Cough Formula
14815,Siltussin-DM DAS-NA
14816,Siltussin-DM DAS-NA Maximum Strength
14817,Siltuximab
14818,Silvadene
14819,Silvadene Cream 1%
14820,SilvaSorb
14821,Silver nitrate topical
14822,Silver sulfadiazine topical
14823,Silver topical
14824,SilvrSTAT
14825,Simbrinza
14826,Simcor
14827,SimePed
14828,Simeprevir
14829,Simethicone
14830,Similac Prenatal
14831,Simliya
14832,Simpesse
14833,Simply Saline
14834,Simply Sleep
14835,Simply Soothing
14836,Simponi
14837,Simponi Aria
14838,Simron
14839,Simuc
14840,Simuc-DM
14841,Simuc-GP
14842,Simuc-HD
14843,Simulect
14844,Simvastatin
14845,Simvastatin / sitagliptin
14846,Sina-12X
14847,Sinarest Nasal
14848,Sinarest Sinus
14849,Sincalide
14850,Sine-Aid IB
14851,Sine-Off Maximum Strength
14852,Sine-Off Sinus / Cold
14853,Sinecatechins topical
14854,Sinelee Patch
14855,Sinemet
14856,Sinemet CR
14857,Sinequan
14858,Singulair
14859,Sinodec
14860,Sinografin
14861,Sinufed
14862,Sinufed Timecelles
14863,Sinumist
14864,Sinupan
14865,Sinus & Allergy PE
14866,Sinus & Cold D
14867,Sinus Congestion & Pain
14868,Sinus Congestion and Pain Daytime Cool Ice
14869,Sinus Maximum Strength
14870,Sinus Relief
14871,Sinus Rinse Hypertonic Packets
14872,Sinus Rinse Kit
14873,Sinus Rinse Packets
14874,Sinus Rinse Pediatric Kit
14875,Sinus Rinse Pediatric Packets
14876,Sinus Rinse Small Kit
14877,Sinutab Maximum Strength
14878,Sinutab Maximum Strength Non Drowsy
14879,Sinutab Non Drying
14880,Sinutab Regular Strength
14881,Sinutab Sinus Maximum Strength
14882,Sinutuss DM
14883,Sinuva
14884,Sinuvent
14885,SINUvent PE
14886,Siponimod
14887,Sipuleucel-T
14888,Sirolimus
14889,Sirturo
14890,Sitagliptin
14891,Sitavig
14892,Sitrex
14893,Sitrex PD
14894,Sitzmarks
14895,Sivextro
14896,Skeeter Stik
14897,Skelaxin
14898,Skelex
14899,Skelid
14900,Skin Care
14901,Skin Lightening Complex
14902,Skin Magic
14903,Skinprint Cleartone
14904,Sklice
14905,Sky Oral Rinse
14906,SkyaDerm-LP
14907,Skyla
14908,Skyrizi
14909,Skytrofa
14910,Sleep
14911,Sleep Aid
14912,Sleep Tab II
14913,Sleep Tabs
14914,Sleep-ettes
14915,Sleep-ettes D
14916,Sleep-Eze-3
14917,Sleepinal
14918,Sleepwell 2-nite
14919,Slo-Bid Gyrocaps
14920,Slo-Niacin
14921,Slo-Phyllin
14922,Slo-Phyllin 125
14923,Slo-Phyllin 250
14924,Slo-Phyllin 80
14925,Sloan's Liniment
14926,Sloprin
14927,Slow Fe
14928,Slow Release Iron
14929,Slow-K
14930,Slow-Mag
14931,Slynd
14932,Smallpox vaccine
14933,SMOFlipid
14934,Smoothie Readi-Cat 2
14935,SMZ-TMP DS
14936,Snooze Fast
14937,Soaanz
14938,Soapreme
14939,Sochlor
14940,Sodium acetate
14941,Sodium benzoate / sodium phenylacetate
14942,Sodium bicarbonate
14943,Sodium biphosphate / sodium phosphate
14944,Sodium chloride
14945,Sodium Chloride Compound
14946,Sodium chloride nasal
14947,Sodium chloride ophthalmic
14948,"Sodium chloride, hypertonic ophthalmic"
14949,"Sodium Chloride, Inhalation"
14950,Sodium chondroitin sulfate / sodium hyaluronate ophthalmic
14951,Sodium Edecrin
14952,Sodium ferric gluconate complex
14953,Sodium glycerophosphate
14954,Sodium hyaluronate
14955,Sodium hyaluronate ophthalmic
14956,Sodium hyaluronate topical
14957,Sodium hypochlorite topical
14958,Sodium iodide
14959,Sodium iodide-i-131
14960,Sodium lactate
14961,Sodium nitrite
14962,Sodium nitrite / sodium thiosulfate
14963,Sodium oxybate
14964,Sodium pertechnetate (tc-99m)
14965,Sodium phenylbutyrate
14966,Sodium phosphate
14967,Sodium polystyrene sulfonate
14968,Sodium Sulamyd
14969,Sodium tetradecyl sulfate
14970,Sodium thiosulfate
14971,Sodium zirconium cyclosilicate
14972,Sofosbuvir
14973,Sofosbuvir / velpatasvir
14974,Sofosbuvir / velpatasvir / voxilaprevir
14975,Soft Sense
14976,Sogroya
14977,Sojourn
14978,Sol-O-Pake
14979,Solage
14980,Solaice Patch
14981,Solaquin
14982,Solaquin Forte
14983,Solaraze
14984,Solarcaine Burn Relief
14985,Solarcaine First Aid Medicated Spray
14986,Solatene
14987,Solesta
14988,Solfoton
14989,Solganal
14990,Solgar NAC
14991,Solia
14992,Solifenacin
14993,Soliqua
14994,Soliris
14995,Solo
14996,Solodyn
14997,Solosec
14998,Solotuss
14999,Solox
15000,Solriamfetol
15001,Soltamox
15002,Soltice Quick-Rub
15003,Solu-Cortef
15004,Solu-Medrol
15005,SoluCLENZ Rx
15006,Solurex
15007,Solurex LA
15008,Soluvite F
15009,Soma
15010,Soma Compound
15011,Soma Compound with Codeine
15012,Somapacitan-beco
15013,Somatrem
15014,Somatropin
15015,Somatuline Depot
15016,Somavert
15017,Sombra Cool Therapy
15018,Sombra Warm Therapy
15019,Sominex
15020,Sominex Maximum Strength Caplet
15021,Sominex Pain Relief Formula
15022,Somnicaps
15023,Somnicin
15024,Somnote
15025,Sonafine
15026,Sonahist
15027,Sonahist-DM
15028,Sonata
15029,Sonidegib
15030,Soolantra
15031,Soothe
15032,Soothe & Cool Inzo
15033,Soothe & Cool Moisture Barrier
15034,Soothe & Cool Skin Paste
15035,Soothe and Cool Free Medseptic Skin Protectant
15036,Soothe Caplets
15037,Soothe XP
15038,Soothe-It Plus Hemmorhoidal Pad
15039,Soothee Patch
15040,Soothing Liniment
15041,Sorafenib
15042,Sorbet APF Gel
15043,Sorbet Neutral
15044,Sorbet Rinse
15045,Sorbitol
15046,Sorbitrate
15047,Sorbutuss
15048,Soriatane
15049,Soriatane CK
15050,Sorilux
15051,Sorine
15052,Sotalol
15053,Sotalol Hydrochloride AF
15054,Sotorasib
15055,Sotradecol
15056,Sotret
15057,Sotrovimab
15058,Sotylize
15059,Soul Pattinson Childrens Paracetamol Elixir
15060,Soul Pattinson Colour Free Paracetamol 1-5 Years
15061,Soul Pattinson Colour Free Paracetamol Drops
